,feature,coeff
0,rte_ratio,0.28615409193877184
1,rte_ratio_L7,0.0202143846368367
2,coffee_ratio,0.19378994226773344
3,coffee_ratio_L7,0.0005390933098998701
4,abs,-0.14690718408949077
5,aov,0.09953798692764501
6,orders,0.3140759261048328
7,socioeconomic_class,-0.21068030507925178
8,office_ratio,0.1570307213408295
9,premium_customer_score,0.04757764502563866
10,months_since_acquisition,0.31704984324241897
